이미지,이름,영문이름,종류,가격,당도,바디,품종,아로마1,아로마2,아로마3
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167146.png,바슐레 모노 부르고뉴 샤르도네,Bachelet Monnot Bourgogne Chardonnay,화이트,10,1,2,샤르도네,오크통, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167140.jpg,샬론 빈야드 에스테이트 샤도네이,Chalone Vineyard Estate Chardonnay,화이트,13,1,4,샤르도네,돌,레몬,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167138.jpg,제라드 듀플레시스 샤블리,Gerard Duplessis Chablis,화이트,10,1,3,샤르도네,돌,사과, 
https://wine21.speedgabia.com/WINE_MST/IMAGE/0167000/T0167131_001.png,하디스 리저브 샤도네이 3L,Hardys Reserve Chardonnay 3L,화이트,2,1,3,샤르도네,사과,파인애플, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167130.jpg,퀸타 드 초카팔라 화이트 리제르바,Quinta de Chocapalha White Reserva,화이트,10,1,3,블렌디드,돌, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167123.jpg,올라 누에바 비우라 샤도네이,Ola Nueva Viura Chadonnay,화이트,3,1,3,블렌디드,사과,시나몬,파인애플
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167120.png,칸티나 테를란 샤르도네,Cantina Terlan Chardonnay,화이트,3,1,3,샤르도네,숙성,파인애플, 
https://wine21.speedgabia.com/WINE_MST/IMAGE/0167000/T0167105_001.png,말도나도 팜 워커 샤도네이,Maldonado Farm Worker Chardonnay,화이트,14,1,3,샤르도네,레몬,사과,숙성
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167101.png,자카니니 이스피라,Zaccagnini Ispira,화이트,6,1,3,파세리나,꽃, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167093.jpg,피터 메르테스 나흐트 골드 아우스레제,Peter Mertes Nacht Gold Auslese,화이트,3,4,5,블렌디드,돌,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167065.jpg,까사 델 토키 싱글 에스테이트 쇼비뇽 블랑,Casas Del Toqui Single Estate Sauvignon Blanc,화이트,1,1,2,소비뇽 블랑,레몬, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167058.jpg,원티드 샤드,Wanted CHARD,화이트,7,1,4,샤르도네,사과,숙성,시나몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167040.jpg,장 로롱 리프트 71,Jean Loron Rift 71,화이트,6,1,2,샤르도네,꽃,사과,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167039.jpg,도스 코파스 샤르도네,Dos Copas Chardonnay,화이트,0,1,3,샤르도네,사과,파인애플, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167038.jpg,아르테사 로스 카네로스 샤도네이,Artesa Los Carneros Chardonnay,화이트,10,1,3,샤르도네,꽃,돌,레몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167034.jpg,웨스트 + 와일더 화이트,West + Wilder White,화이트,0,2,2,블렌디드,레몬,허브, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167029.jpg,아르지올라스 셀레가스,Argiolas S'Elegas,화이트,5,1,2,누라구스,레몬,사과,허브
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167028.png,포 바인 네이키드 샤도네이,Four Vines Naked Chardonnay,화이트,6,1,2,샤르도네,사과, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167023.jpg,래번 샤르도네 러시안 리버 밸리,Raeburn Chardonnay Russian River Valley,화이트,8,1,4,샤르도네,사과,시나몬,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167010.png,샤또 뽀띠롱 로르 드 뽀띠롱,Chateau Potiron L'Or de Potiron,화이트,4,1,3,블렌디드,레몬,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167009.jpg,카잘 파르네토 베르디끼오,Casal Farneto Verdicchio,화이트,3,1,2,베르디키오 비앙코,꽃,돌,레몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167007.jpg,카잘 파르네토 크리시오,Casal Farneto Crisio,화이트,8,1,3,베르디키오 비앙코,꽃,돌,레몬
https://wine21.speedgabia.com/WINE_MST/IMAGE/0167000/T0167005_001.png,카잘 파르네토 치마이오,Casal Farneto Cimaio,화이트,8,5,3,베르디키오 비앙코,돌,사과,숙성
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166997.jpg,샤또 보쉔 꼬뜨 뒤 론 비오니에,Chateau Beauchene Cotes du Rhone Viognier,화이트,6,1,3,비오니에,사과,시나몬,아몬드
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166989.jpg,오미나 로마나 에르메스 디악토로스 비앙코,Omina Romana Hermes Diactoros Bianco,화이트,7,1,2,블렌디드,돌,레몬,시나몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166970.jpg,산타 에마 셀렉트 떼루아 리제르바 샤도네이,Santa Ema Select Terroir Reserva Chardonnay,화이트,3,1,2,샤르도네,파인애플, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166962.jpg,카탈리나 사운즈 싱글 빈야드 소비뇽 블랑,Catalina Sounds Single Vineyard Sauvignon Blanc,화이트,10,1,2,소비뇽 블랑,사과,오크통,파인애플
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166961.jpg,카탈리나 사운즈 소비뇽 블랑,Catalina Sounds Sauvignon Blanc,화이트,6,1,2,소비뇽 블랑,레몬,허브, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166956.jpg,샤또 데레즐라 푸르민트 세미 드라이,Chateau Dereszla Furmint Semi dry,화이트,4,3,4,블렌디드,꽃,레몬, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166954.jpg,폴리샥 젤렌,Poljsak Zelen,화이트,7,1,1,젤렌,레몬,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166953.jpg,폴리샥 소비뇽 블랑,Poljsak Sauvignon Blanc,화이트,6,1,2,소비뇽 블랑,꽃,파프리카,허브
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166951.jpg,수토르 샤도네이,Sutor Chardonnay,화이트,10,1,2,샤르도네,사과,시나몬,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166950.jpg,수토르 소비뇽 블랑,Sutor Sauvignon Blanc,화이트,10,1,2,소비뇽 블랑,베리,사과,시나몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166926.jpg,메종 샹피 부르고뉴 샤르도네 뀌베 에드므,Maison Champy Bourgogne Chardonnay Cuvee Edme,화이트,9,1,2,샤르도네,꽃,시나몬,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166920.jpg,올리비에 르플레브 오쎄 듀레스,Olivier Leflaive Auxey Duresses,화이트,15,1,2,샤르도네,꽃,돌,레몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166919.jpg,올리비에 르플레브 생 호망,Olivier Leflaive Saint Romain,화이트,13,1,3,샤르도네,꽃,레몬, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166911.jpg,알렉산드린 크로즈 에르미타쥬 블랑,Les Alexandrins Crozes Hermitage Blanc,화이트,10,1,3,블렌디드,꽃,사과,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166904.jpg,알렉산드린 코트 뒤 론 블랑,Les Alexandrins Cotes du Rhone Blanc,화이트,5,1,2,블렌디드,꽃,허브, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166902.jpg,크루셰 소비뇽 블랑,Cruce Sauvignon Blanc,화이트,1,1,2,소비뇽 블랑,돌,레몬,사과
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166851.jpg,아이들와일드 코르테제,Idlewild Cortese,화이트,15,1,3,코르테제,돌,레몬,허브
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166850.jpg,아이들와일드 아르네이스,Idlewild Arneis,화이트,10,1,2,아르네이스,꽃,레몬,사과
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166847.jpg,아이들와일드 플로라 파우나 화이트,Idlewild Flora Fauna White,화이트,8,1,3,블렌디드,꽃,레몬,숙성
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166846.jpg,마우릿슨 소비뇽 블랑,Mauritson Sauvignon Blanc,화이트,8,1,2,소비뇽 블랑,레몬,허브, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166842.jpg,마조꼬 샤도네이,Mazzocco Chardonnay,화이트,8,1,4,샤르도네,레몬,숙성,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166841.jpg,데로미에 샤도네이,Delorimier Chardonnay,화이트,6,1,3,샤르도네,사과,시나몬,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166832.jpg,그라치아나 샤도네이,Gracianna Chardonnay,화이트,12,1,4,샤르도네,사과,오크통,파인애플
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166815.jpg,비파바 1894 란씨에리 젤렌,Vipava 1894 Lanthieri Zelen,화이트,6,1,4,젤렌,꽃,돌,레몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166811.jpg,이든 샤도네이,Idun Chardonnay,화이트,5,1,2,샤르도네,사과,시나몬,아몬드
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166810.jpg,이든 소비뇽 블랑,Idun Sauvignon Blanc,화이트,5,1,2,소비뇽 블랑,파인애플, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166809.jpg,이든 르네상스 샤도네이,Idun Renaissance Chardonnay,화이트,9,1,2,샤르도네,사과,시나몬,파인애플
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166715.jpg,큐베이즌 샤도네이,Cuvaison Chardonnay,화이트,13,1,4,샤르도네,꽃,레몬,사과
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166714.jpg,테누테 누렐리 피에트라그란데,Tenute Lunelli Pietragrande,화이트,5,1,3,블렌디드,꽃,돌,레몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166660.jpg,람블린 에 피스 샤블리 프리미에 크뤼 푸르숌므,Lamblin & Fils Chablis Premier Cru Fourchaumes,화이트,9,1,3,샤르도네,꽃,돌, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166659.jpg,람블린 에 피스 샤블리,Lamblin & Fils Chablis,화이트,5,1,2,샤르도네,꽃,돌,레몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166653.jpg,몬탈토 페논 힐 샤르도네,Montalto Pennon Hill Chardonnay,화이트,9,1,3,샤르도네,돌,레몬,사과
https://wine21.speedgabia.com/WINE_MST/IMAGE/0166000/T0166649_001.png,레드헤즈 스튜디오 블루 벨 샤르도네,Redheads Studio Blue Belle Chardonnay,화이트,9,1,5,샤르도네,레몬,사과,시나몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166648.jpg,빈디빈 카발리에 블랑,Vindivin Cabalie Blanc,화이트,5,1,3,블렌디드,레몬,파인애플, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166645.jpg,샤또 르 코인 소비뇽 그리,Chateau Le Coin Sauvignon Gris,화이트,6,1,4,소비뇽 그리,레몬,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166629.jpg,리버비 싱글 빈야드 소비뇽 블랑,Riverby Single Vineyard Sauvignon Blanc,화이트,6,1,2,소비뇽 블랑,레몬,오크통,파인애플
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166628.jpg,리버비 싱글 빈야드 샤르도네,Riverby Single Vineyard Chardonnay,화이트,8,1,3,샤르도네,오크통, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166627.jpg,리버비 싱글 빈야드 노블 리슬링,Riverby Single Vineyard Noble Riesling,화이트,9,5,3,리슬링,사과,파인애플, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166617.png,하셀그로브 에이치 세미용 소비뇽 블랑,Haselgrove H Semilion Sauvignon Blanc,화이트,4,1,1,블렌디드,꽃,레몬,사과
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166616.png,하셀그로브 에이치 샤르도네,Haselgrove H Chardonnay,화이트,4,1,2,샤르도네,사과,숙성,아몬드
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166603.jpg,팍스톤 나우 샤르도네,Paxton NOW Chardonnay,화이트,6,1,2,샤르도네,돌,레몬,사과
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166602.jpg,팍스톤 게서 화이트,Paxton THE Guesser White,화이트,5,1,2,블렌디드,레몬,사과,파인애플
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166598.jpg,티스웰 히스필드 베르멘티노,Tidswell Heathfield Vermentino,화이트,6,1,3,베르멘티노,레몬,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166592.jpg,킬리빙빙 쉬버,Killibinbin Shiver,화이트,4,1,3,샤르도네,레몬,사과,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166577.jpg,도멘 프리 바론 투랜느 오이슬리 엘레겐트,Domaine Pre Baron Touraine Oisly Elegante,화이트,5,1,1,소비뇽 블랑,꽃,레몬,사과
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166576.jpg,도멘 프리 바론 투랜느 소비뇽 블랑,Domaine Pre Baron Touraine Sauvignon Blanc,화이트,4,1,1,소비뇽 블랑,레몬, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166572.jpg,도멘 갸데 쉬르 리 비에이 비뉴,Domaine Gadias Sur Lie Vieilles Vignes,화이트,5,1,3,믈롱 드 부르고뉴,사과,숙성,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166571.jpg,도멘 갸데 레 뻬리에르 모노폴,Domaine Gadias Les Perrieres Monopole,화이트,8,2,3,믈롱 드 부르고뉴,숙성,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166570.jpg,도멘 드 라 뚜르말린,Domaine de la Tourmailine,화이트,4,1,2,믈롱 드 부르고뉴,레몬,사과,숙성
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166569.jpg,타리다 화이트,Tarrida White,화이트,2,1,2,그르나슈 블랑,돌,레몬,사과
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166561.jpg,이노바 화이트,Innova White,화이트,1,1,2,베르데호,사과, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166558.jpg,포지오 알 기우죠 볼타치노 비앙코,Poggio al Chiuso Voltaccino Bianco,화이트,3,1,3,블렌디드,꽃, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166554.jpg,까디 라오 모스카토,Ca'di Rajo Moscato,화이트,3,4,2,모스카토,사과,파인애플, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166550.png,까디 라오 피노 그리지오,Ca'di Rajo Pinot Grigio,화이트,3,1,1,피노 그리지오,레몬,사과,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166549.png,까디 라오 트라미너,Ca'di Rajo Traminer,화이트,3,1,1,트라미너,꽃,돌,레몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166546.png,까디 라오 소비뇽,Ca'di Rajo Sauvignon,화이트,3,1,1,소비뇽 블랑,레몬,사과,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166545.png,까디 라오 샤르도네,Ca'di Rajo Chardonnay,화이트,3,1,1,샤르도네,꽃,사과,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166536.jpg,토마스 헨리 샤르도네,Thomas Henry Chardonnay,화이트,5,1,2,샤르도네,레몬,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166526.jpg,미션 에스테이트 와이너리 피노 그리,Mission Estate Winery Pinot Gris,화이트,4,1,2,피노 그리,돌,레몬,사과
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166525.jpg,미션 에스테이트 와이너리 소비뇽 블랑,Mission Estate Winery Sauvignon Blanc,화이트,4,1,2,소비뇽 블랑,돌,레몬,허브
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166524.jpg,미션 에스테이트 와이너리 샤도네이,Mission Estate Winery Chardonnay,화이트,4,1,2,샤르도네,레몬,시나몬,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166523.jpg,미션 에스테이트 와이너리 리슬링,Mission Estate Winery Riesling,화이트,4,1,2,리슬링,돌,레몬,사과
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166522.jpg,미션 에스테이트 와이너리 게뷔르츠트라미너,Mission Estate Winery Gewurztraminer,화이트,4,1,2,게뷔르츠트라미너,꽃,레몬, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166520.jpg,트라웃 밸리 리저브 소비뇽 블랑,Trout Valley Reserve Sauvignon Blanc,화이트,6,1,1,소비뇽 블랑,레몬,베리,허브
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166508.jpg,도멘 레셔노 부르고뉴 오트 코트 드 뉘,Domaine Lecheneaut Bourgogne Haute Cotes de Nuits,화이트,8,1,4,샤르도네,레몬,사과,숙성
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166507.jpg,도멘 레셔노 부르고뉴 알리고떼,Domaine Lecheneaut Bourgogne Aligote,화이트,5,1,3,알리고테,꽃,사과,숙성
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166505.jpg,빌라 다 빈치 스트레다,Villa Da Vinci Streda,화이트,7,1,3,베르멘티노,꽃,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166501.jpg,미션 에스테이트 와이너리 레이트 하비스트,Mission Estate Winery Late Harvest,화이트,5,5,3,블렌디드,꽃,레몬, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166481.jpg,알레한드로 페르난데즈 알레하이렌 크리안자,Alejandro Fernandez Alejairen Crianza,화이트,4,1,4,아이렌,사과,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166472.jpg,더 프리즈너 더 스니치 샤도네이,The Prisoner Wine Company The Snitch Chardonnay,화이트,12,1,5,샤르도네,사과,숙성,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166466.jpg,클라랑스 딜롱 클라랑델 앰버,Clarence Dillon Clarendelle Amber,화이트,9,5,5,블렌디드,사과, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166465.jpg,아트라스 비달 아이스와인,Atlas Vidal Icewine,화이트,8,5,4,비달,꽃,레몬,파인애플
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166447.jpg,마르 데 프라데스 알바리뇨 아틀란티코,Mar de Frades Albarino Atlantico,화이트,7,1,2,알바리뇨,꽃,돌,레몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166439.jpg,인와인크투스 샤르도네,Inwinectus Chardonnay,화이트,4,1,2,샤르도네,돌,레몬,사과
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166434.jpg,이칼마 샤르도네,Icalma Chardonnay,화이트,5,1,2,샤르도네,꽃,시나몬,파인애플
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166428.jpg,알렉산드린 비오니에,Les Alexandrins Viognier,화이트,5,1,2,비오니에,사과, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166413.jpg,파라스코스 파이 오렌지 원,Paraschos π Orange One,화이트,12,1,4,블렌디드,레몬,사과,숙성
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166411.jpg,레 제르티에르 뒤 콤트 라퐁 마콩 빌라쥬,Les Heritiers du Comte Lafon Macon Villages,화이트,6,1,2,샤르도네,사과, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166404.jpg,도멘 루 페레 에 피스 생-토뱅 자디,Domaine Roux Pere & Fils Saint-Aubin Jadis,화이트,10,1,3,샤르도네,돌,사과,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166403.jpg,도멘 루 페레 에 피스 부르고뉴 알리고떼,Domaine Roux Pere & Fils Bourgogne Aligote,화이트,4,1,3,알리고테,레몬,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166401.jpg,파라스코스 파이 리볼라 지알라,Paraschos π Ribolla Gialla,화이트,12,1,4,리볼라 지알라,레몬,숙성,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166396.jpg,시카모어 레인 피노 그리지오,Sycamore Lane Pinot Grigio,화이트,3,1,2,피노 그리지오,꽃,사과,파인애플
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166395.jpg,시카모어 레인 샤도네,Sycamore Lane Chardonaay,화이트,3,1,3,샤르도네,레몬,사과,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166392.jpg,쥬세페 코르테제 랑게 비앙코 스카풀린,Giuseppe Cortese Langhe Bianco Scapulin,화이트,6,1,3,샤르도네,돌,레몬,사과
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166386.jpg,애므리 노블 빈스 샤도네이,Aimery Nobles Vignes Chardonaay,화이트,3,1,2,샤르도네,꽃, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166379.jpg,알패션 그랑 샤도네이,Alpasion Grand Chardonnay,화이트,9,1,3,샤르도네,레몬,사과,시나몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166345.jpg,까땅 나뛰랄리떼 알자스 피노 블랑,Cattin Naturalite Alsace Pinot Blanc,화이트,5,1,2,피노 블랑,꽃,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166323.jpg,보데가 메나데 소비뇽 돌체,Bodegas Menade Sauvignon Dulce,화이트,4,4,4,소비뇽 블랑,사과,숙성,파인애플
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166320.jpg,보데가 메나데 라 미시온,Bodegas Menade La Mision,화이트,8,1,3,베르데호,숙성,오크통,허브
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166108.jpg,카바이 라반,Kabai Ravan,화이트,5,1,4,소비뇽 베르트,레몬,사과,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166009.jpg,데니스 몬타나 보르끄 산드리고 토카이 프리울라노,Denis Montanar Borc Sandrigo Tocai Friulano,화이트,12,1,4,토카이 프리울라노,꽃,숙성,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165956.jpg,루스 팜 샤도네이,Ru's Farm Chardonnay,화이트,10,1,2,샤르도네,돌,레몬,사과
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165953.jpg,도멘 로랑 루미에 부르고뉴 오트 코트 드 뉘 블랑,Domaine Laurent Roumier Bourgogne Huates Cotes de Nuits Blanc,화이트,13,1,2,샤르도네,레몬, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165933.jpg,보시오 트로피칼 모스카토 패션 후르츠,Bosio Tropical Moscato Passion Fruit,화이트,2,4,2,모스카토,꽃, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165932.jpg,보시오 트로피칼 모스카토 망고,Bosio Tropical Moscato Mango,화이트,2,4,2,모스카토,꽃,파인애플, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165923.jpg,카사 비앙카 트레비아노 다브루쪼,Casabianca Trebbiano d'Abruzzo,화이트,4,1,2,트레비아노,꽃,돌,사과
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165913.jpg,르 뽀또 블랑,Le Poteau Blanc,화이트,4,1,3,블렌디드,꽃,돌,사과
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165909.jpg,도멘 앙리 나테 레 클라시크 당리 상세르 블랑,Domaine Henry Natter Les Classiques d'Henry Sancerre Blanc,화이트,6,1,2,소비뇽 블랑,꽃,돌,레몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165904.jpg,만수스 디멘지아 레뷸라,Mansus Dimenzija Rebula,화이트,9,1,2,레불라,꽃,돌,레몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165903.jpg,만수스 디멘지아 클라르니카,Mansus Dimenzije Klarnica,화이트,11,1,3,클라르니카,꽃,사과,숙성
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165900.jpg,까르피네토 파니토 샤르도네,Carpineto Farnito Chardonnay,화이트,6,1,3,샤르도네,사과,시나몬,파인애플
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165899.jpg,오텔라 백 투 사일런스,Ottella Back to Silence,화이트,6,1,4,투르비아노,레몬, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165889.jpg,클로 몽블랑 콰트로 화이트,Clos Montblanc Cu4tro White,화이트,3,1,2,블렌디드,레몬,사과,파인애플
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165887.jpg,카사 로호 무쏘 소비뇽 블랑,Casa Rojo Musso Sauvignon Blanc,화이트,3,1,2,소비뇽 블랑,레몬,사과,파프리카
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165884.jpg,스톤헤지 샤도네이,Stonehedge Chardonnay,화이트,9,1,4,샤르도네,사과,숙성,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165882.jpg,말보로 릿지 소비뇽 블랑,Marlborough Ridge Sauvignon Blanc,화이트,3,1,2,소비뇽 블랑,레몬,사과,숙성
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165860.jpg,도미니오 데 라 베가 디 엔드,Dominio de la Vega The End,화이트,4,5,4,블렌디드,레몬,오크통,파인애플
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165858.jpg,브레드 & 버터 샤도네이,Bread & Butter Chardonnay,화이트,7,1,3,샤르도네,레몬,시나몬,아몬드
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165856.png,나파 하이랜즈 샤도네이,Napa Highlands Chardonnay,화이트,12,1,4,샤르도네,돌,레몬,사과
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165838.jpg,웬티 스몰 랏 에릭스 언오크드 샤도네이,Wente Small Lot Eric's Unoaked Chardonnay,화이트,13,1,5,샤르도네,레몬,오크통,파인애플
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165820.jpg,피에르 가이야르 비오니에,Pierre Gaillard Viognier,화이트,7,1,3,비오니에,꽃,돌,사과
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165801.jpg,트리코,Trico,화이트,8,1,4,알바리뇨,레몬,사과,파인애플
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165800.jpg,라 스피네따 모스카토 다스티 비앙코스피노,La Spinetta Moscato d'Asti Biancospino,화이트,5,4,2,모스카토,꽃,레몬,사과
https://wine21.speedgabia.com/WINE_MST/IMAGE/0165000/T0165796_001.png,얄룸바 Y 시리즈 비오니에,Yalumba Y Series Viognier,화이트,4,1,3,비오니에,꽃,레몬,사과
https://wine21.speedgabia.com/WINE_MST/IMAGE/0165000/T0165789_001.png,안델루나 1300 샤르도네,Andeluna 1300 Chardonnay,화이트,5,1,3,샤르도네,돌,레몬,파인애플
